O	D	Flow
16	2	430.1899578
2	33	272.4820137
12	8	651.8235783
23	31	641.4110922
27	17	418.0839319
15	35	676.083976
35	22	449.5419085
3	32	653.5229502
27	35	530.391435
9	17	530.5261424
26	4	377.3046187
17	27	610.0890698
4	28	375.7261281
8	26	528.2077498
19	20	365.8942524
2	2	449.1169752
19	32	485.5707747
16	8	449.6083989
19	8	437.5414277
27	30	584.5163149
23	18	374.4259113
34	28	594.4902436
27	10	529.3780337
26	11	496.7713328
11	5	687.0201257
13	35	428.589707
9	21	460.3851482
23	25	498.5708093
32	36	436.1204381
14	4	553.7705887
9	10	507.2651814
28	26	558.0326663
10	36	449.7791276
34	4	368.3682357
14	25	544.520445
15	24	349.0824023
37	31	386.688045
23	14	441.7860625
26	16	515.0942385
21	22	480.1730433
9	7	520.4003716
23	35	456.2811952
8	16	552.0556652
1	34	462.2912978
17	3	456.0418212
6	21	521.2651149
19	4	501.0100947
9	15	327.3297457
12	36	488.453871
19	11	626.1854543
29	35	450.8275452
21	1	531.8736566
32	19	381.635458
35	35	311.531456
23	8	487.0337511
20	11	666.210961
12	22	346.5574397
9	22	579.6593114
15	19	572.4237593
11	14	373.302468
26	17	569.0447592
20	35	485.3619651
29	19	438.888464
12	11	426.4763346
15	31	348.4606079
5	36	675.5181982
35	29	463.4704187
4	22	622.3357876
21	29	547.8983497
5	31	470.7589172
32	34	653.4956395
30	4	344.3605527
35	24	360.326867
34	16	398.7392606
15	6	463.6174547
35	15	459.7803095
12	27	522.2208022
28	23	551.1987493
6	37	423.8597542
30	28	358.7020571
12	19	443.5982749
14	33	445.7624058
31	8	615.5682711
37	17	571.2129077
23	7	455.8009406
34	22	506.1052603
13	4	496.9423175
10	4	431.056438
37	22	683.7703792
12	9	542.5862925
25	26	380.2337511
33	25	561.1857474
31	5	399.8363462
34	27	492.5015734
1	12	519.1871921
3	7	462.7578495
7	16	564.5744283
19	17	624.2753986
13	36	447.5292392
36	15	567.2606498
2	36	343.2871267
5	11	418.7237397
5	26	519.8813755
4	26	569.6245393
1	6	415.4777216
22	9	412.2209504
8	3	322.6056757
28	32	460.0840945
11	24	684.4183515
36	17	524.7321351
21	12	480.1913916
33	37	393.8229624
32	22	508.4131217
5	14	409.297129
21	25	456.4418039
12	21	457.8241626
37	27	476.4274399
8	4	481.9208711
33	17	607.3941017
29	25	435.3478874
26	33	537.0795127
16	16	290.7708885
31	34	606.6552936
30	19	451.932243
9	19	537.1327869
5	25	755.4892336
26	5	431.9511438
17	7	590.6537764
9	26	661.485402
31	33	628.2922086
10	31	560.6359286
36	18	450.1631312
8	5	432.8669555
24	5	495.0051424
34	35	529.0110633
25	31	523.6052118
31	10	582.1689109
5	22	509.3944784
23	23	553.0577728
12	10	594.0920901
33	1	547.5442477
20	3	601.399721
2	23	441.2654078
9	34	559.1991405
25	28	383.1660739
25	17	529.0193317
21	5	361.5658169
15	13	596.6279833
31	17	424.2784746
21	18	525.7203964
33	8	480.0475948
3	6	483.319155
25	19	538.3144351
32	5	688.8302052
27	13	528.7513078
35	10	583.2935531
35	16	438.2079127
2	27	568.1869274
27	4	400.0688558
12	25	522.9570289
32	32	475.3312316
35	5	777.3042975
2	16	485.672587
29	27	570.6703246
7	22	480.1114046
4	12	627.1595547
26	10	584.3721912
22	10	579.6980351
18	23	565.9769222
2	26	401.7363116
26	18	528.4774658
14	32	617.726492
20	28	498.9540433
26	26	631.0217183
16	4	441.6775085
27	2	420.1072155
37	8	661.3383594
22	11	429.4506139
37	32	434.0873402
24	7	492.8340584
36	12	631.5149376
26	34	318.7581064
15	23	542.0890717
9	4	513.5838693
23	28	520.715576
15	21	766.3879724
9	36	374.7415457
36	3	606.8580171
24	32	450.2346642
1	23	571.5693388
24	33	615.8567398
12	23	463.0381038
30	7	466.323662
23	4	443.4032977
22	27	554.8080546
11	30	455.1144775
1	16	452.9912141
37	3	519.2717871
18	19	343.7963418
9	18	610.4603568
27	16	598.6979331
27	11	616.0592294
3	22	268.4137085
33	34	547.8418283
15	14	566.3019597
17	36	551.6201942
19	37	679.7738199
27	34	673.8760519
3	34	568.2357859
37	28	557.8995682
6	22	556.506879
21	17	507.2608519
33	21	477.0778666
2	22	542.9598335
31	6	450.5609501
20	12	349.857466
25	23	591.8654507
29	4	615.6537343
31	31	394.1005419
31	23	408.8359049
25	24	515.7316982
9	23	423.1510155
23	33	546.9126469
27	21	481.1768731
22	17	615.5318291
4	27	488.6523357
4	5	482.8018637
2	20	460.6463202
28	31	547.4587342
33	19	448.8864452
35	21	594.7827604
36	21	667.5489628
36	22	450.1825542
18	35	481.977578
33	18	603.6410289
12	4	537.7758565
20	5	604.8116304
33	27	436.0443471
35	14	437.6982479
26	6	393.9436031
25	35	664.5394191
5	24	400.5518455
11	25	503.8756872
15	37	518.5395395
3	5	539.9550367
22	2	266.6764917
26	7	297.1461212
11	35	575.7762527
31	1	539.4869331
15	22	562.6570982
13	34	460.7200385
22	37	600.0687865
32	3	485.0883847
20	19	484.0605658
4	23	572.0087877
24	21	581.1326505
36	25	450.1791541
6	32	388.155409
20	23	496.8328857
20	31	444.6258691
9	32	389.0489066
35	11	629.6153571
1	22	288.1700375
35	34	466.1380971
31	24	597.4054246
10	12	438.5746426
16	6	591.5398402
31	16	318.6567879
37	7	494.8469451
34	23	434.1688222
34	11	421.3329935
20	4	395.6400522
13	11	459.604347
24	11	323.8296386
17	11	528.9905472
19	6	510.1898542
16	13	681.2396264
11	12	519.0001666
17	34	560.1228161
25	5	495.8117404
9	3	667.5310311
21	37	393.5182292
17	22	610.6942954
31	36	406.990803
5	13	294.8287796
20	27	329.9877688
34	12	480.074919
17	19	466.5752518
37	24	404.9823374
25	36	549.522524
21	19	267.0065304
18	33	734.9670019
32	33	411.9229394
1	27	365.2427746
6	29	447.2165294
6	17	417.5075465
5	33	335.5013149
24	31	405.0618002
35	6	490.6315966
12	6	511.0281068
16	30	689.1953117
27	26	492.5876933
33	2	529.4234184
16	35	467.484301
5	7	441.184737
15	10	420.4270848
5	27	465.9180071
25	16	508.7753661
2	30	464.4613723
2	8	599.1351495
28	22	446.8169295
6	12	442.019577
12	16	469.3202325
6	8	450.9028316
15	12	459.0260187
36	9	491.2249028
26	1	590.1952682
22	31	403.530705
26	19	598.9925542
25	37	529.4929215
33	35	423.4792765
19	28	514.9738117
18	4	771.281029
10	28	394.7584146
10	16	514.7556667
8	28	448.267373
18	36	593.5194378
31	28	453.7401116
36	26	444.6255434
26	31	480.2810717
35	31	640.6239006
22	32	478.4160396
25	4	539.2888348
14	5	461.535132
11	7	401.8741185
32	16	324.4243024
33	3	583.0035988
24	10	374.2048952
23	10	419.6204696
10	25	574.8997952
17	28	546.5595395
16	3	429.4899778
5	1	467.2948086
24	6	484.256642
29	7	606.5138173
24	19	531.3710362
12	1	335.0084146
31	35	606.320422
32	11	510.7294182
34	5	417.5695298
12	18	467.5709325
28	6	351.7839185
29	31	520.9100954
24	36	395.047104
13	33	297.4124799
1	7	668.5513457
6	19	431.5371664
20	16	540.6650488
27	15	539.1189371
28	5	578.0493742
17	23	451.3689042
24	14	567.801444
2	15	478.11429
36	29	362.780923
26	30	479.1562735
14	27	532.0548138
15	33	300.6911076
31	29	453.8880431
12	32	420.8974417
36	4	518.9197353
24	20	448.3775997
12	30	340.5269989
14	7	549.7986871
5	16	530.6214405
22	12	617.689211
24	37	465.0704866
36	14	337.4219375
22	1	533.9153921
11	23	465.7518143
5	35	412.3609929
17	25	348.9513994
37	20	503.1213136
26	36	412.3147046
36	30	436.318846
12	17	218.1866169
2	17	521.5234864
14	34	520.3103089
22	24	596.6010905
13	6	560.3827901
37	16	522.4374314
31	27	423.036059
33	26	535.5964712
26	23	511.2306383
16	1	608.3122445
16	26	519.9173839
21	15	387.8164267
6	36	688.8767458
11	2	551.7556353
25	25	589.0160568
6	9	343.9090026
5	12	361.6764259
19	15	441.0569504
2	12	628.7692024
24	24	359.4092088
18	5	481.468055
29	5	404.8838244
27	6	403.3876271
10	7	570.7464709
7	34	606.8001549
24	27	486.5504728
35	20	388.5433031
12	15	572.2466435
33	36	405.1666294
4	19	551.9905908
31	4	344.5895012
11	8	635.3205016
3	23	468.1224098
25	7	527.5256419
14	22	515.9369145
1	33	492.6905774
14	3	341.3207754
8	7	430.7466734
32	12	398.1377594
22	26	530.5866063
29	22	478.3971685
31	18	373.0619208
10	5	411.7998496
33	9	452.4106242
23	36	600.3747581
23	5	411.6740599
31	30	555.6490026
32	28	386.148366
4	7	487.2701517
11	10	386.66982
37	11	580.1323914
1	36	501.6610189
23	9	353.98946
17	5	536.7760425
7	35	487.5785082
31	12	756.1281696
22	23	565.029934
21	16	724.7805621
10	32	499.427625
18	3	250.1344543
7	28	330.1458762
4	16	622.5559337
28	7	650.5292129
18	7	437.1659944
3	19	720.3870903
10	33	442.9970166
27	24	396.6784929
9	16	451.3848836
24	13	560.6316713
36	24	363.4823441
18	31	536.5017675
26	28	590.7658746
18	26	604.951764
2	10	687.6241964
31	15	391.9208301
15	26	485.0597245
9	9	467.4985846
21	23	531.6846924
33	24	501.6151351
11	26	436.2485503
10	26	551.9211285
2	35	533.0877629
30	12	536.9071217
31	37	557.1640916
31	3	503.10305
11	16	391.2663549
26	24	478.4357132
21	24	373.2368806
11	33	459.5041075
22	18	471.4335138
14	36	428.8335629
12	28	530.9956841
36	13	731.7344368
1	3	541.6553479
26	8	609.209825
24	26	625.1970953
11	20	635.7311598
16	28	605.4028603
15	1	434.4268568
23	11	621.4691794
9	29	577.0040449
22	34	415.1763622
24	25	471.3196671
22	29	450.1503782
30	35	646.5987241
6	11	691.8364363
35	3	419.5026736
19	24	424.8889673
2	9	473.8745855
8	31	426.6158565
19	35	529.3296643
27	36	442.5318768
13	16	530.9726355
30	31	421.8860711
22	16	594.9803979
35	12	450.6769503
35	36	407.5284337
16	18	569.8949965
37	35	478.0421158
29	23	480.1919401
5	32	452.1741453
24	3	483.926709
24	16	599.5061945
6	3	463.5921005
9	6	528.9035729
19	26	469.1433373
6	35	524.3608576
5	2	513.2189046
16	19	411.9249594
2	21	518.6934847
27	19	453.6598874
3	16	568.3126553
19	12	278.3725145
6	33	616.9882216
17	33	472.6056289
6	24	511.5519652
6	10	499.5199156
21	14	631.5969114
37	37	249.393696
22	5	559.3926566
35	25	573.7617087
6	31	718.072395
11	29	455.343137
5	23	601.261773
12	3	420.9153518
23	12	558.8000561
27	1	664.5408923
7	12	476.9587961
32	27	638.4337394
7	33	409.9669253
24	23	576.1687043
2	1	590.0253882
37	1	347.5395481
37	29	333.389958
28	12	356.4990361
11	37	504.5834609
5	6	432.3614041
10	6	610.5256135
27	20	386.5215972
25	11	537.9815509
29	16	346.1647421
25	34	649.5171725
15	2	590.5470469
23	15	484.1398497
24	34	553.0480925
19	22	648.7544726
9	31	458.5504232
12	12	396.1485161
26	2	466.8595922
22	33	565.5380667
36	7	418.8289042
16	14	616.3820009
35	27	438.2635833
24	30	586.1151735
36	34	474.7092589
12	34	608.646287
35	26	478.0391754
30	6	669.0601391
24	1	551.9497585
27	14	410.7096096
16	29	281.2991069
35	19	570.0236584
34	36	547.3048418
37	6	580.7118851
23	17	487.3470495
7	26	516.2229477
6	18	441.0216292
31	2	508.447492
4	25	509.9398111
18	6	687.4306587
15	27	385.781168
13	27	369.3331801
17	12	388.0556758
1	35	578.7831311
25	29	510.3450987
24	18	390.7453525
23	27	349.9134302
20	7	554.098981
23	21	451.9741967
21	27	285.0946677
13	25	671.3659976
17	4	547.0712141
11	19	428.238171
9	5	463.2891757
9	14	473.5645902
14	35	485.7148008
24	9	413.7897929
7	25	374.7731449
4	11	389.445259
14	23	588.2754841
28	25	465.476371
29	3	563.3026672
25	22	529.6921615
6	1	433.5856903
15	32	490.1075292
31	11	417.1706643
2	25	390.6511689
24	12	459.2773459
19	25	371.2740447
37	34	535.2127812
16	7	664.9321267
11	32	608.8623764
21	34	587.487065
34	33	444.8051648
15	8	541.7064083
18	22	617.1060234
24	22	410.112883
1	4	561.6951959
36	33	423.495163
30	25	410.7756025
23	19	420.1564792
19	13	530.6799218
37	13	559.3892787
5	29	354.758122
29	32	421.7383726
5	3	515.7409537
8	19	424.9835432
33	28	669.1394892
26	20	558.9432379
19	36	488.3066339
19	5	409.0223514
19	14	497.4557144
9	28	473.0595412
29	11	521.6395089
8	23	388.8573601
37	36	490.8224359
25	30	378.614772
11	13	603.1486757
33	30	390.9742931
10	34	557.4783553
21	33	553.2680057
13	31	434.4599363
32	25	442.1861035
9	27	462.3379109
37	33	469.4224664
36	16	449.8185981
29	12	367.791818
5	9	360.0318136
35	23	621.4986124
36	2	413.7770854
12	31	551.8782931
5	28	557.5882681
11	11	528.4049145
14	31	413.5102992
16	10	400.7634732
32	7	677.1383059
7	23	573.7151745
14	19	706.7023736
19	33	427.4379935
12	26	369.5490326
21	2	387.7450624
36	1	676.3406534
26	37	560.0719435
9	35	410.550876
34	25	620.1417909
31	20	575.1655489
21	3	543.0607877
2	31	385.5368276
4	34	527.4962749
23	2	353.0703028
10	11	493.4217092
27	3	580.8202366
35	18	595.4382359
12	14	692.7511826
31	7	353.9193792
11	31	697.9101216
22	22	508.1884712
12	2	478.2115407
6	7	488.1447499
12	33	479.3713444
22	3	612.2061657
33	7	267.3157909
31	26	371.6805499
3	11	632.8644132
15	20	656.4445039
18	27	707.538398
34	31	545.1888871
11	3	405.3291602
23	6	469.1416912
4	4	529.6776394
5	34	375.746489
12	13	492.1519092
16	24	652.7384864
27	5	571.6649213
5	37	501.3436703
11	28	544.9458547
16	20	405.6653635
25	32	511.0368095
19	10	535.4698719
17	31	489.4939504
21	10	422.0630768
13	32	452.0343997
26	35	426.402147
2	6	635.0396152
33	32	366.4264927
22	19	580.9518362
21	13	693.2518481
26	14	404.2014647
6	14	345.5124511
25	27	427.2320506
22	15	465.2531054
19	18	280.4863133
35	4	345.4032371
17	16	450.8897208
21	31	406.1424466
6	27	685.6291789
19	1	472.4311561
18	25	390.4009396
26	13	523.2853817
31	9	606.3292909
2	18	443.694687
15	17	557.6516082
27	25	529.370779
15	4	475.8800823
9	8	481.0222816
9	11	491.946168
15	5	759.2683093
23	22	602.0945998
31	13	398.2976723
29	26	532.0117228
36	36	545.3497026
37	23	332.5761556
7	36	632.6086335
2	13	387.0513519
19	7	527.70062
25	21	326.2320563
35	33	525.6958173
17	35	555.4737435
22	21	419.2838333
9	2	449.8475122
9	20	461.3053402
2	5	680.1897033
30	27	434.9037952
35	37	495.3665287
32	26	637.1124458
26	25	480.1839592
3	36	631.9518684
5	4	642.2074782
6	4	586.54957
3	25	522.3918188
32	23	416.1681751
36	35	493.637456
5	19	517.0484092
17	6	542.5657629
4	35	444.7997162
19	31	606.8442272
12	24	373.414009
14	12	584.2520779
2	11	465.7897548
37	19	532.3834079
9	30	400.3597521
37	12	554.9727303
20	33	291.2873987
35	13	503.2484525
2	29	397.2347887
2	14	549.6457163
7	19	607.6384989
16	27	578.1235766
29	34	499.346047
37	4	716.7384413
19	16	447.7694655
8	6	596.8326143
4	31	504.6229315
3	3	703.847497
5	17	485.8239917
11	9	421.2655517
11	22	488.8529077
28	19	725.9106559
23	24	513.7745911
16	25	371.0434769
9	25	522.8475789
22	30	504.3590321
1	5	501.4188849
33	12	479.2124634
19	27	466.3141899
6	30	409.2482965
19	9	456.2079738
37	2	626.3090074
15	15	523.234319
33	13	429.3259039
18	34	544.2989249
8	11	575.8395348
21	20	632.9321555
28	28	555.3170858
25	2	557.6083947
21	9	581.7879543
19	23	386.6068403
33	22	380.5392538
13	22	340.0538698
19	29	517.9161497
33	23	376.0471202
25	13	560.5667725
18	11	761.9466351
33	33	556.7261063
5	15	379.3243075
3	12	435.3102762
37	26	493.0637537
4	36	347.8014385
30	36	651.6431639
36	6	443.0115299
2	19	496.0813808
30	3	581.2979416
13	5	536.4109001
3	35	394.2633312
5	30	482.2281572
6	25	454.4294182
15	11	541.3840001
11	17	584.0937521
24	28	551.9275443
25	12	442.114918
15	18	591.6636188
7	7	693.2631708
28	36	522.2394666
8	27	544.0565708
23	16	463.6322951
2	28	513.6158837
29	6	411.3437699
11	15	247.1803597
7	3	420.8590539
15	34	493.1955148
32	35	412.6537124
21	30	468.348121
9	24	314.8946983
28	35	605.8406497
19	19	611.3832748
32	4	524.6271669
28	34	418.1954038
36	11	416.0822819
27	37	401.9742676
24	29	330.5563641
12	7	453.6174542
34	19	532.8553881
21	11	472.4286716
8	12	482.8205953
10	23	596.5529864
18	28	434.5570733
16	21	532.4595979
36	23	530.6770125
28	16	690.5971963
1	26	585.5195237
25	6	464.6469945
35	7	523.5005693
19	2	562.7134897
6	26	726.5230921
21	26	348.4019211
16	23	642.950948
16	22	326.5319098
21	32	528.3215392
12	5	497.8161851
33	5	406.6884777
6	15	347.2974331
11	34	449.2318227
19	3	437.3099476
1	28	609.4326064
16	34	433.4017074
20	26	255.7406555
26	32	511.0484732
23	13	619.6708293
26	22	555.7295319
7	32	479.8371348
5	10	364.6120404
6	20	577.4979885
24	4	694.5814442
12	35	631.6282864
33	15	524.7243989
5	8	411.0446503
37	18	636.9606202
2	37	480.4854399
14	28	365.1346936
23	32	483.2993343
13	28	504.946363
2	7	331.5179761
16	33	620.8831034
7	6	609.6630397
16	15	455.2821569
20	6	407.5753658
30	16	459.3420971
14	11	534.8595266
18	16	435.5939266
23	30	449.2137269
31	22	330.2958029
23	1	412.6402656
11	36	560.1277042
15	36	505.1478021
7	11	478.4018611
11	6	425.0346886
6	23	540.0076551
22	20	550.6079574
13	26	308.1900381
36	5	636.2165054
9	37	436.6732369
16	37	517.1058654
27	28	511.2126624
12	37	503.1622106
33	31	465.8593088
7	5	485.4355869
1	32	573.4397517
25	1	648.4824665
15	28	417.1212938
35	1	359.8276781
36	10	541.0037324
1	31	596.0639692
27	12	469.1729439
22	25	631.2450031
37	5	489.6909022
23	37	526.3972848
21	28	584.300165
27	9	618.728308
21	21	531.5615689
30	23	509.0847896
37	21	465.6901931
10	3	506.2031411
29	28	454.8041893
27	32	466.4991164
3	4	469.0644301
33	6	495.1868435
9	13	438.0441088
37	9	536.4976813
36	31	682.9717448
21	7	503.305595
5	21	348.8385283
11	1	320.6699524
31	32	492.3321767
2	32	515.9165695
22	14	459.7515963
24	17	558.575543
30	32	519.4429615
26	12	647.4413309
6	34	556.701482
27	18	407.6837025
35	28	503.0387364
26	27	550.1082865
24	2	490.1435805
25	8	649.726034
27	29	570.6527879
27	7	586.5320543
6	5	569.2582131
20	34	447.8567515
23	3	476.7208366
24	15	450.2189402
7	27	619.6205658
8	33	458.8647736
15	16	291.8486261
28	3	476.4002888
6	13	392.052219
25	33	604.6815678
8	22	595.8519794
23	29	608.6162478
4	6	547.6970162
11	27	409.9287887
23	34	557.8653159
15	3	462.7160297
13	23	578.1273681
26	21	585.1022045
16	17	656.4172434
22	4	461.5989881
28	11	624.9171286
34	32	567.4451796
24	35	403.3559227
6	6	518.9756738
28	27	507.9626398
16	5	359.3431141
34	7	548.3029016
16	11	434.1268662
35	2	494.463068
3	27	540.5780988
7	31	524.0215405
6	28	310.447593
16	31	569.2294209
36	19	369.777975
3	26	708.9382977
21	6	680.2632253
25	15	476.1119002
25	20	569.2028208
37	14	486.1684091
25	3	390.1143444
31	25	608.7022486
21	36	510.9216351
14	26	531.6464463
27	22	527.9810434
8	32	523.6192508
10	22	376.7485464
2	24	543.5327527
26	29	463.0394827
30	11	359.4769272
31	21	601.4076718
22	28	439.0025614
26	9	639.5823801
37	10	510.2536064
27	33	580.9629267
29	36	434.8661421
20	36	297.5204021
32	31	505.6663879
2	34	470.8149009
22	6	539.1596094
15	30	420.6524732
25	18	599.3811047
31	19	645.3729217
37	30	679.0664616
33	10	540.1603666
16	32	410.4583771
10	19	639.393746
26	3	598.8191372
3	31	652.9997398
34	6	493.7482538
13	19	593.4468976
13	3	522.7880164
36	27	439.2021923
35	17	483.2355023
36	20	440.2260168
21	8	373.8353333
27	23	486.01846
15	25	588.5170901
10	35	613.6504504
5	5	651.075794
24	8	633.4594915
6	16	633.0251475
36	37	636.2209488
1	11	512.7784462
33	16	472.3202013
37	15	475.9588528
6	2	494.9382786
34	3	632.069645
11	21	551.6002341
16	36	601.5398395
27	27	675.9040035
18	32	397.64897
3	28	486.4782011
5	18	604.064586
36	28	614.4954399
19	30	336.8564414
22	8	361.0633396
8	34	457.0176034
15	9	507.3607299
31	14	515.5977113
33	4	293.1325458
21	35	392.3779199
26	15	417.1059731
33	14	702.7405058
27	8	499.6311592
25	10	529.0116716
15	29	491.7683181
36	32	403.4730556
8	25	575.4307441
9	1	518.2853576
22	13	480.5045264
33	20	649.987837
33	29	405.5228144
20	25	526.7111583
23	26	371.992252
7	4	410.4992411
35	32	445.6602928
15	7	384.9516098
14	16	616.5561364
21	4	549.2283883
1	19	576.3875976
2	3	577.4183166
19	21	561.3890518
11	4	609.2210508
27	31	481.0689176
4	3	530.5498415
13	7	523.0253448
20	32	519.2174129
34	34	480.7439919
30	26	423.4194125
35	9	457.0014393
33	11	469.7220405
35	8	462.8880061
19	34	576.0994788
8	36	521.1242003
20	22	477.243011
28	33	615.1016519
10	27	553.4984414
8	35	472.8325862
9	12	574.3493583
12	20	678.7812099
17	26	479.9139699
13	12	476.5162687
