O	D	Flow
38	11	33
38	12	25
38	13	135
38	14	337
38	15	143
38	16	72
38	17	53
38	18	43
38	19	85
38	20	83
38	21	154
38	22	345
38	23	195
38	24	46
38	25	47
38	26	44
38	27	80
38	28	488
38	29	339
38	30	371
38	31	264
38	32	327
38	33	611
38	34	10
38	35	48
38	36	26
38	37	220
38	38	366
38	39	108
38	40	17
38	41	166
38	42	192
38	43	181
38	44	250
38	45	145
38	46	212
38	47	241
38	48	123
38	49	42
38	50	77
38	51	99
39	1	30
39	2	11
39	3	214
39	4	5
39	5	9
39	6	51
39	7	95
39	8	30
39	9	111
39	10	147
39	11	184
39	12	60
39	13	123
39	14	35
39	15	89
39	16	120
39	17	128
39	18	111
39	19	51
39	20	22
39	21	36
39	22	31
39	23	21
39	24	140
39	25	108
39	26	9
39	27	169
39	28	123
39	29	91
39	30	76
39	31	68
39	32	105
39	33	109
39	34	51
39	35	168
39	36	23
39	37	27
39	38	102
39	39	466
39	40	48
39	41	36
39	42	174
39	43	43
39	44	43
39	45	32
39	46	28
39	47	128
39	48	200
39	49	103
39	50	26
39	51	16
40	1	29
40	3	8
40	6	12
40	7	9
40	8	2
40	9	8
40	10	33
40	11	9
40	12	3
40	13	7
40	14	2
40	15	11
40	16	9
40	17	15
40	18	3
40	19	9
40	20	5
40	21	1
40	22	2
40	24	6
40	25	25
40	26	1
40	27	3
40	28	5
40	29	9
40	30	1
40	31	2
40	32	10
40	33	9
40	34	9
40	35	3
40	36	5
40	37	3
40	38	3
40	39	16
40	40	43
40	41	1
40	42	9
40	43	1
40	44	2
40	45	1
40	46	5
40	47	1
40	48	6
40	49	4
40	50	3
40	51	3
41	1	24
41	3	18
41	4	4
41	5	18
41	6	9
41	7	83
41	8	25
41	9	38
41	10	118
41	11	36
41	12	23
41	13	29
41	14	97
41	15	173
41	16	31
41	17	32
41	18	14
41	19	206
41	20	157
41	21	177
41	22	44
41	23	15
41	24	26
41	25	39
41	26	10
41	27	8
41	28	210
41	29	208
41	30	69
41	31	120
41	32	194
41	33	113
41	34	8
41	35	18
41	36	44
41	37	215
41	38	123
41	39	30
41	40	19
41	41	133
41	42	116
41	43	74
41	44	108
41	45	26
41	46	27
41	47	30
41	48	27
41	49	6
41	50	54
41	51	86
42	1	79
42	3	76
42	4	10
42	5	35
42	6	14
42	7	221
42	8	86
42	9	407
42	10	417
42	11	59
42	12	23
42	13	319
42	14	211
42	15	374
42	16	343
42	17	224
42	18	89
42	19	246
42	20	59
42	21	85
42	22	81
42	23	62
42	24	112
42	25	119
42	26	13
42	27	174
42	28	397
42	29	212
42	30	147
42	31	334
42	32	633
42	33	446
42	34	24
42	35	134
42	36	85
42	37	108
42	38	288
42	39	196
42	40	66
42	41	115
42	42	429
42	43	126
42	44	149
42	45	44
42	46	71
42	47	250
42	48	357
42	49	36
42	50	52
42	51	66
43	1	9
43	2	1
43	3	25
43	4	39
43	5	332
43	6	8
43	7	97
43	8	30
43	9	51
43	10	25
43	11	22
43	12	20
43	13	26
43	14	54
43	15	71
43	16	37
43	17	25
43	18	2
43	19	50
43	20	449
43	21	701
43	22	413
43	23	157
43	24	9
43	25	13
43	26	124
43	27	14
43	28	538
43	29	558
43	30	285
43	31	97
43	32	134
43	33	86
43	34	9
43	35	8
43	36	10
43	37	188
43	38	150
43	39	44
43	40	8
43	41	72
43	42	92
43	43	2236
43	44	1881
43	45	521
43	46	526
43	47	49
43	48	31
43	49	2
43	50	689
43	51	714
44	1	11
44	3	33
44	4	28
44	5	294
44	6	7
44	7	142
44	8	45
44	9	50
44	10	66
44	11	28
44	12	18
44	13	54
44	14	120
44	15	119
44	16	69
44	17	31
44	18	15
44	19	67
44	20	614
44	21	781
44	22	502
44	23	179
44	24	32
44	25	25
44	26	56
44	27	28
44	28	753
44	29	860
44	30	348
44	31	157
44	32	263
44	33	157
44	34	10
44	35	31
44	36	18
44	37	403
44	38	212
44	39	50
44	40	11
44	41	119
44	42	181
44	43	2060
44	44	1697
44	45	297
44	46	350
44	47	56
44	48	54
44	49	11
44	50	370
44	51	596
45	1	1
45	3	10
45	4	201
45	5	132
45	6	1
45	7	107
45	8	50
45	9	41
45	10	18
45	11	14
45	12	2
45	13	21
45	14	24
45	15	27
45	16	7
45	17	4
45	18	7
45	19	10
45	20	85
45	21	116
45	22	486
45	23	314
45	24	5
45	25	3
45	26	382
45	27	18
45	28	100
45	29	110
45	30	125
45	31	20
45	32	39
45	33	28
45	34	3
45	35	4
45	36	3
45	37	42
45	38	98
45	39	33
45	40	7
45	41	20
45	42	29
45	43	487
45	44	243
45	45	655
45	46	962
45	47	58
45	48	13
45	49	1
45	50	87
45	51	137
46	1	5
46	3	27
46	4	126
46	5	180
46	6	3
46	7	203
46	8	93
46	9	45
46	10	15
46	11	8
46	12	3
46	13	28
46	14	48
46	15	23
46	16	22
46	17	9
46	18	3
46	19	20
46	20	115
46	21	154
46	22	935
46	23	566
46	24	5
46	25	10
46	26	360
46	27	26
46	28	179
46	29	136
46	30	225
46	31	57
46	32	62
46	33	57
46	34	4
46	35	5
46	36	3
46	37	50
46	38	172
46	39	34
46	40	2
46	41	22
46	42	58
46	43	492
46	44	285
46	45	1133
46	46	838
46	47	76
46	48	19
46	49	6
46	50	100
46	51	150
47	1	7
47	2	4
47	3	64
47	4	2
47	5	17
47	6	6
47	7	314
47	8	117
47	9	242
47	10	56
47	11	33
47	12	14
47	13	168
47	14	109
47	15	51
47	16	40
47	17	30
47	18	21
47	19	32
47	20	18
47	21	23
47	22	103
47	23	61
47	24	22
47	25	20
47	26	16
47	27	94
47	28	116
47	29	46
47	30	78
47	31	108
47	32	114
47	33	188
47	34	8
47	35	26
47	36	7
47	37	19
47	38	148
47	39	102
47	40	10
47	41	21
47	42	159
47	43	45
47	44	54
47	45	45
47	46	57
47	47	222
47	48	93
47	49	7
47	50	8
47	51	22
48	1	40
48	2	2
48	3	75
48	4	9
48	5	18
48	6	23
48	7	121
48	8	52
48	9	308
48	10	325
