O	D	Flow
29	35	183.5004639
21	1	153.801594
32	19	266.2208055
35	35	246.0752932
28	30	301.047385
23	8	244.5177716
20	11	146.5789846
12	22	223.3404039
30	13	297.2461628
29	10	296.1724511
9	22	206.8625113
18	13	294.5837544
15	19	255.2727114
11	14	212.5448009
14	17	298.6373679
26	17	171.1536222
20	35	151.7341011
1	24	300.9417928
29	19	196.3748221
12	11	198.208351
15	31	156.3991023
5	36	241.9886088
35	29	210.7013329
4	22	148.1345313
21	29	184.10226
5	31	178.5315826
32	34	221.4749544
30	4	173.7432234
35	24	159.6057802
8	15	296.0227377
34	16	287.0659069
15	6	195.0037726
14	1	302.6131342
34	17	299.4484089
35	15	222.6358245
12	27	226.8194042
28	23	205.1447986
6	37	202.1459306
30	28	91.17291188
12	19	150.8143006
14	33	212.1084301
31	8	225.0679705
37	17	196.655275
23	7	233.6167088
34	22	197.638283
13	4	210.5019737
10	4	177.6805608
37	22	175.8360149
12	9	254.9553008
25	26	210.0597314
33	25	133.7106527
31	5	203.1544907
4	14	297.320581
34	27	214.6714812
18	17	303.2326343
1	12	186.2522561
3	7	275.7185117
7	16	171.8605364
19	17	209.1693968
13	36	208.6129722
36	15	185.7934549
14	15	299.166569
28	18	299.942991
2	36	242.5649044
1	30	296.9408612
5	11	174.6294628
5	26	205.3081306
4	26	137.9782184
30	24	302.6876982
30	30	298.415861
1	6	203.5936634
17	21	297.990181
22	9	313.494654
8	3	233.7674769
28	32	219.4721001
11	24	234.8056111
36	17	292.2238465
21	12	221.6911845
33	37	141.8285145
32	22	199.1786195
13	1	297.4595202
1	10	295.740874
5	14	231.1250566
21	25	196.6772654
7	15	303.5570959
12	21	219.7887595
37	27	232.8682083
17	10	301.0615889
8	4	177.9962152
7	13	302.4449108
33	17	216.6757044
29	25	215.0692881
26	33	171.8265149
16	16	198.278579
31	34	166.4851678
30	19	99.61931672
9	19	187.8871729
5	25	206.3432946
26	5	199.3243793
17	7	179.4005036
9	26	152.8969196
31	33	178.0267849
10	31	212.648949
36	18	273.4763778
8	5	190.0391175
24	5	147.963425
34	35	217.2998965
25	31	200.1219525
31	10	134.7615292
5	22	220.6662867
23	23	90.7187373
12	10	181.6367649
33	1	194.4734228
20	3	233.3230693
2	23	209.0023665
9	34	206.771361
25	28	197.8068262
25	17	171.1739269
21	5	200.7729294
15	13	194.0053095
31	17	214.2460632
21	18	224.1065864
17	15	301.8451967
33	8	164.6917842
3	6	269.5729162
25	19	209.5364371
32	5	246.5958779
27	13	224.9339693
35	10	205.1852963
35	16	210.7392548
2	27	183.0799351
27	4	170.7876142
12	25	223.4910312
32	32	247.2375253
35	5	107.0576505
2	16	151.8872388
29	27	234.4925628
7	22	237.1904506
4	12	229.4721088
26	10	188.5766549
22	10	154.6223552
18	23	152.0573813
2	26	186.5913422
26	18	215.3374219
14	32	215.2564286
20	28	243.6271768
26	26	173.9843866
16	4	214.7313943
27	2	190.3295389
37	8	246.7489662
22	11	133.7769603
37	32	254.105159
24	7	276.3505297
36	12	198.8858074
26	34	197.1875651
15	23	206.0753301
9	4	175.9583047
23	28	197.8493458
15	21	192.4854418
9	36	133.9582562
36	3	248.2996598
24	32	191.8632776
1	23	237.549357
24	33	178.3554235
12	23	190.062856
30	7	198.768398
23	4	219.7666872
22	27	210.4791007
11	30	182.6338326
1	16	261.1368557
37	3	203.5838626
18	19	213.3466186
9	18	255.3350965
27	16	234.0756056
27	11	153.4332356
3	22	205.2037896
33	34	178.105902
15	14	208.2470216
17	36	164.3508616
19	37	271.2218831
27	34	208.9222875
3	34	150.3930345
37	28	179.823201
6	22	242.0112066
21	17	188.1331975
33	21	244.0128524
2	22	177.1551444
31	6	191.8882646
20	13	300.8318013
20	12	188.763426
25	23	131.6077606
29	4	201.947162
31	31	225.9312124
31	23	167.6603015
25	24	277.6671755
9	23	235.6826861
23	33	165.5570929
27	21	165.3430509
22	17	207.1422947
4	27	202.9441947
4	5	247.2215637
2	20	197.9024737
28	31	229.4669075
33	19	191.9979405
35	21	178.2563123
36	21	238.976934
36	22	200.7479337
18	35	283.81569
33	18	135.4842561
12	4	112.2433108
20	5	219.9305834
33	27	198.1388015
35	14	186.8987031
26	6	160.7944807
25	35	207.3960398
5	24	189.1091182
11	25	226.5652502
15	37	206.6116827
3	5	179.3956923
22	2	187.9537555
26	7	165.3012974
11	35	222.9220431
31	1	241.1572461
15	22	145.2202243
13	34	156.8223626
22	37	186.8386589
32	3	159.3483601
20	19	148.2205237
4	23	220.9393994
24	21	178.2445905
36	25	217.2357348
6	32	167.095925
20	23	177.0114434
20	31	156.4273905
9	32	201.3497135
35	11	199.3462948
1	22	199.4244228
35	34	203.1282669
31	24	175.9948866
10	12	144.0439585
16	6	236.2345331
31	16	176.495429
37	7	154.9448209
34	23	313.7893007
34	11	236.1198846
20	4	173.7439412
13	11	168.6500266
24	11	220.7586223
17	11	205.8816579
19	6	266.7130684
16	13	239.5635998
11	12	255.9299603
17	34	218.5566654
25	5	149.6974585
9	3	243.9703488
21	37	216.8297716
17	22	180.0154677
31	36	209.6915775
5	13	173.0760231
20	27	221.3864951
34	12	182.4670905
17	19	240.4632503
37	24	221.0442832
25	36	274.1923277
21	19	141.4556877
18	33	140.8475023
14	20	297.4641729
32	33	169.6486291
1	27	339.182891
6	29	187.5849586
6	17	208.6498838
5	33	188.0661647
24	31	164.3460728
35	6	209.4689918
12	6	242.3949293
16	30	242.0870698
27	26	227.4010411
33	2	161.965228
16	35	209.3138006
5	7	178.9719552
15	10	149.5804144
5	27	202.7469362
25	16	204.4447549
2	30	167.9139261
2	8	159.76898
28	22	227.3024176
6	12	164.2925294
12	16	202.5011441
6	8	199.1849389
15	12	193.8688381
36	9	196.7317865
26	1	217.1053559
22	31	232.0552622
26	19	219.1069703
25	37	185.547031
33	35	209.2463998
19	28	145.0670249
18	4	243.9994603
10	28	218.0408512
10	16	147.3428819
8	28	213.3843433
18	36	148.2175408
31	28	197.4429429
36	26	195.9500219
26	31	230.1972381
35	31	115.6085674
22	32	195.1850265
25	4	148.4019577
14	5	184.4378505
11	7	226.7082048
32	16	205.1196215
33	3	221.9112763
24	10	190.8546958
23	10	150.5849878
10	25	229.6992399
17	28	150.5866933
16	3	129.008805
5	1	184.8813927
24	6	232.3752802
29	7	253.3086912
24	19	225.9409344
12	1	137.6571436
31	35	197.99702
32	11	174.4815502
34	5	247.3841604
12	18	189.5467057
28	6	246.7914541
29	31	165.2415586
24	36	168.155488
13	33	223.2883571
1	7	195.772634
6	19	211.1542512
20	16	190.0966961
27	15	254.8182308
28	5	228.2990038
17	23	222.9712688
24	14	236.455475
2	15	199.3581251
36	29	200.8776112
26	30	215.7021024
14	27	192.633486
15	33	192.2119904
31	29	224.0536513
12	32	258.3178284
36	4	208.9307888
24	20	222.3996631
12	30	228.9943122
14	7	220.861596
5	16	170.232221
22	12	221.7983413
24	37	179.1099006
36	14	176.5355326
22	1	190.2541172
11	23	238.9984917
5	35	236.7328003
17	25	126.8178218
37	20	220.8237865
26	36	221.8982018
36	30	217.0141286
12	17	210.5341407
2	17	200.255314
14	34	150.0839863
22	24	180.093253
13	6	172.8963156
37	16	272.2066867
31	27	218.4904076
33	26	243.2779114
26	23	222.2650961
16	1	144.7773916
16	26	145.7106885
21	15	159.6466127
6	36	152.3498027
11	2	166.1849537
25	25	272.9253155
6	9	118.9812328
5	12	199.2233878
19	15	160.6933985
2	12	191.2381763
24	24	184.9009683
18	5	167.7017373
29	5	272.5377688
27	6	275.3394187
10	7	163.8267726
7	34	246.743157
24	27	197.7630629
35	20	192.7671407
12	15	186.6027873
33	36	204.0697952
4	19	179.4805197
31	4	226.162779
11	8	212.6530686
3	23	234.5065337
25	7	201.1441997
14	22	201.0205332
1	33	192.4630954
14	3	282.153069
8	7	175.0531908
32	12	196.0535532
22	26	133.9570685
29	22	147.6240879
31	18	198.133819
10	5	257.7669244
33	9	187.3298985
23	36	165.323302
23	5	186.1645937
31	30	178.8593623
32	28	187.5145447
4	7	231.229938
11	10	196.0969665
37	11	265.727139
1	36	228.0995903
23	9	178.9551211
17	5	220.4649787
7	35	154.2053345
31	12	206.9543152
22	23	199.2423481
21	16	196.4505328
10	32	248.4055792
18	3	194.0545308
7	28	158.6947044
4	16	230.208685
28	7	241.0401139
18	7	163.2553914
3	19	268.0665513
10	33	197.5471312
27	24	295.4402599
9	16	199.1789152
24	13	238.5717874
36	24	212.4160843
18	31	234.7274735
26	28	211.9812049
18	26	169.671346
2	10	123.696447
31	15	237.4129998
15	26	209.4915167
9	9	185.6618146
21	23	202.1050403
33	24	199.5564246
11	26	192.142527
10	26	226.4833786
2	35	250.1726866
30	12	234.0443083
31	37	226.5762876
31	3	250.1565838
11	16	249.7450878
26	24	175.8787836
21	24	172.2769853
11	33	192.2947077
22	18	207.8165754
14	36	183.0900859
12	28	238.1752917
36	13	187.0186832
1	3	176.0662353
26	8	195.5960642
24	26	159.6689896
11	20	148.064024
16	28	141.6962305
15	1	170.9698554
23	11	206.3089091
9	29	227.8193824
22	34	204.2843023
24	25	220.6171675
22	29	260.2796562
30	35	203.4671604
6	11	214.0462518
35	3	187.2205323
19	24	169.7990042
2	9	207.6131624
8	31	212.8054596
19	35	183.6301033
27	36	217.8499221
13	16	121.2475882
30	31	184.3930557
22	16	222.6414799
35	12	189.9406609
35	36	210.0594832
16	18	207.0651908
37	35	234.0013039
29	23	198.3306197
5	32	179.3892233
24	3	206.1690435
24	16	238.0408294
6	3	164.873864
9	6	162.7968041
19	26	202.4200775
6	35	208.7023814
5	2	228.4268425
16	19	204.8414625
2	21	176.7656577
27	19	201.8066207
3	16	302.1165105
19	12	228.9823922
6	33	271.7375686
17	33	251.2775754
6	24	196.7609822
6	10	265.175785
21	14	184.4380615
37	37	190.6841582
22	5	179.5481579
35	25	175.2613457
6	31	215.8127756
11	29	111.1926769
5	23	212.3568997
12	3	148.3244045
23	12	247.9617647
27	1	200.3392421
7	12	199.5408891
32	27	201.0467445
7	33	156.5243823
24	23	197.7602674
2	1	122.5100161
37	1	235.7204838
37	29	260.3593764
28	12	154.8301418
11	37	113.7543191
5	6	190.4807112
10	6	136.3611463
27	20	164.1474918
25	11	152.4867635
29	16	276.4789171
25	34	144.6500912
15	2	158.3467501
23	15	134.6835918
24	34	145.60985
19	22	180.5935096
9	31	204.7931908
12	12	203.0230793
26	2	223.2265905
22	33	282.2713731
36	7	137.104522
16	14	171.2215721
35	27	136.6912886
24	30	191.1521227
36	34	197.7741947
12	34	209.4271863
35	26	146.8549478
30	6	200.6991722
24	1	189.6392374
27	14	206.8008128
16	29	144.0259369
35	19	213.2357187
34	36	211.5257426
37	6	199.0325898
23	17	196.5858205
7	26	197.4188993
6	18	224.4863702
31	2	213.5629918
4	25	238.6982637
18	6	193.398667
15	27	115.1509888
13	27	176.9003496
17	12	233.67119
1	35	240.2585865
25	29	141.6011303
24	18	263.5489496
23	27	133.7137411
20	7	239.2384184
23	21	216.7304185
21	27	183.5806142
13	25	204.2027702
17	4	164.3952387
11	19	200.9890909
9	5	194.7889645
9	14	194.8709349
14	35	235.9512538
24	9	222.9294598
7	25	249.4750916
4	11	212.2940244
14	23	202.1670349
28	25	204.6261173
29	3	174.879464
25	22	174.9531266
6	1	181.2582322
15	32	202.0357731
31	11	238.6719921
2	25	175.216486
24	12	258.9613246
19	25	190.607363
37	34	163.3497108
16	7	208.0589044
11	32	287.4146922
21	34	205.1509374
34	33	221.9653063
15	8	210.4856815
18	22	243.8037975
24	22	209.6595759
1	4	158.5777745
36	33	263.2103617
30	25	227.7550377
23	19	194.3555623
19	13	127.1169817
37	13	144.0157535
5	29	261.4210954
29	32	197.9975462
5	3	163.3784927
8	19	210.237363
33	28	132.3041585
26	20	160.8075193
19	36	184.6598976
19	5	176.9768223
19	14	131.6177122
9	28	200.0247833
29	11	228.7772441
8	23	181.1142678
37	36	197.1262876
25	30	134.3588391
11	13	166.4088505
33	30	194.4111136
10	34	219.5479011
21	33	265.3894511
13	31	244.1709885
32	25	182.6730494
9	27	217.9431107
37	33	157.8792637
36	16	145.1566971
29	12	218.5028692
5	9	174.8642169
35	23	139.4526895
36	2	175.001144
12	31	210.2811023
5	28	167.7389174
11	11	193.5613235
14	31	157.609877
16	10	173.1052027
32	7	249.2429586
7	23	162.2045736
14	19	213.6850559
19	33	170.9724787
12	26	200.0220685
21	2	201.6828106
36	1	210.1368258
26	37	156.5171689
9	35	134.3612831
34	25	208.9824439
31	20	256.7175458
21	3	179.1141315
2	31	216.1809409
4	34	226.3500343
23	2	180.4018249
10	11	205.5430692
27	3	177.2543369
35	18	224.9038886
12	14	180.5277162
31	7	199.408288
11	31	199.4170743
22	22	162.7292588
12	2	244.0895109
6	7	154.5679933
12	33	243.9995752
22	3	199.5384879
33	7	177.6599321
31	26	257.4454812
3	11	169.5736809
15	20	220.6998589
18	27	202.5818368
34	31	142.6536127
11	3	178.6890056
23	6	111.2771778
4	4	175.6796697
5	34	238.4929737
12	13	201.728797
16	24	229.0164635
27	5	273.5546839
5	37	226.3112304
11	28	252.1153965
16	20	205.2792631
25	32	140.0275132
19	10	141.5108214
17	31	222.0925752
21	10	209.2357796
13	32	223.4362319
26	35	221.9906167
2	6	207.0110218
33	32	229.8723576
22	19	171.7540592
21	13	110.1753147
26	14	130.3499913
6	14	229.6848796
25	27	164.9130585
22	15	184.5264212
19	18	227.7147563
35	4	194.4408645
17	16	164.4652653
21	31	192.7251274
6	27	193.8530631
19	1	215.6433253
18	25	186.2589058
26	13	247.3821889
31	9	247.5154518
2	18	219.6645698
15	17	252.1078037
27	25	237.7325965
15	4	232.2144473
9	8	147.9607519
9	11	221.5292471
15	5	189.2331492
23	22	274.6210882
31	13	162.4329193
29	26	141.4085722
36	36	200.1512337
37	23	192.9415026
7	36	236.9093097
2	13	233.8805029
19	7	192.9669348
25	21	188.4183856
35	33	251.6937147
17	35	195.7604024
22	21	303.8826525
9	2	219.2632434
9	20	211.101139
2	5	227.285769
30	27	180.2128779
35	37	193.0609301
32	26	187.5319452
26	25	126.6192706
3	36	85.37254
5	4	198.2727999
6	4	260.3179923
3	25	217.2605088
32	23	240.2423049
36	35	144.7403243
5	19	192.1834938
17	6	184.3891919
4	35	273.4721706
19	31	194.9641053
12	24	234.2772733
14	12	202.5087206
2	11	192.6742524
37	19	239.7107589
9	30	212.172343
37	12	183.793156
20	33	223.1503251
35	13	183.3722217
2	29	163.6298531
2	14	178.7504465
7	19	242.8887002
16	27	176.9702592
29	34	210.8943419
37	4	198.3988617
19	16	208.0176614
8	6	193.8070341
4	31	238.9123865
3	3	244.8390033
5	17	179.0766208
11	9	283.2287353
11	22	167.9597823
28	19	210.4269073
23	24	215.8629455
16	25	239.6127679
9	25	209.3497133
22	30	94.64541657
1	5	216.0731243
33	12	215.9945914
19	27	211.4238638
6	30	161.4760716
19	9	201.3705696
37	2	189.7892797
15	15	195.136616
33	13	277.9932372
18	34	206.4152592
8	11	168.9106719
21	20	149.203143
28	28	153.7165493
25	2	209.6745742
21	9	142.5828772
19	23	223.0671658
33	22	198.309155
13	22	212.7558822
19	29	179.9605916
33	23	219.4326714
25	13	191.8532133
18	11	235.1716365
33	33	128.5372673
5	15	220.7088135
3	12	210.3725025
37	26	191.2497525
4	36	210.4548212
30	36	106.2827063
36	6	181.5053207
2	19	221.681581
30	3	206.7725362
13	5	313.2505223
3	35	176.2271113
5	30	122.2059388
6	25	168.4521022
15	11	232.700125
11	17	155.1609406
24	28	229.630728
25	12	213.6075683
15	18	112.9416642
7	7	215.6223602
28	36	199.2412528
8	27	130.5451868
23	16	165.821581
2	28	221.0979617
29	6	261.5633437
11	15	139.5348403
7	3	120.9786511
15	34	236.2946674
32	35	232.4290317
21	30	170.7406952
9	24	230.2448886
28	35	215.0345569
19	19	176.1005308
32	4	136.6197587
28	34	203.4587237
36	11	169.536555
27	37	193.6667657
24	29	211.5219177
12	7	247.4396152
34	19	219.2302542
21	11	193.013495
8	12	221.5054346
10	23	255.6534971
18	28	240.9727618
16	21	246.1472872
36	23	230.4105918
28	16	137.9208428
1	26	213.5154018
25	6	239.7765993
35	7	222.1819029
19	2	204.738272
6	26	195.5231418
21	26	199.7382582
16	23	211.1185527
16	22	208.1051889
21	32	184.7771091
12	5	176.9445593
33	5	191.2830569
6	15	122.3398331
11	34	241.684923
19	3	217.3183685
1	28	288.4511551
16	34	162.7690143
20	26	209.0782407
26	32	262.5115544
23	13	201.7052123
26	22	225.8033542
7	32	241.5587348
5	10	212.2665952
6	20	203.8101895
24	4	139.6088324
12	35	193.0025877
33	15	267.1888381
5	8	212.2629031
37	18	215.7462058
2	37	213.663088
14	28	223.3324549
23	32	231.7011354
13	28	117.4273402
2	7	220.7452821
16	33	196.4036344
7	6	243.9486533
16	15	149.0095177
20	6	166.2669595
30	16	146.1972643
14	11	162.1286997
18	16	186.0258294
23	30	184.0977851
31	22	227.3753098
23	1	172.847163
11	36	264.1780806
15	36	182.1770379
7	11	236.4322818
11	6	226.51693
6	23	191.4291237
22	20	200.1337468
13	26	151.5696583
36	5	225.2944486
9	37	260.825764
16	37	229.6536174
27	28	140.8474987
12	37	176.3149083
33	31	200.1313329
7	5	207.2819873
1	32	197.1485648
25	1	168.1853921
15	28	205.4755631
35	1	164.9367706
36	10	189.1755969
1	31	176.2836575
27	12	226.8979552
22	25	147.5142595
37	5	186.8265197
23	37	180.5570221
21	28	145.7106088
27	9	175.598359
21	21	265.6015699
30	23	222.6212419
37	21	189.8575784
10	3	174.4481556
29	28	232.6488812
27	32	147.2576258
3	4	244.0105132
33	6	210.4023299
9	13	109.390279
37	9	236.1592557
36	31	187.3044073
21	7	153.3277999
5	21	162.0062814
11	1	229.7908248
31	32	277.1483414
2	32	178.5490064
22	14	185.8989213
24	17	120.9096138
30	32	191.3184939
26	12	170.8555131
6	34	230.8791574
27	18	203.3100784
35	28	177.0400668
26	27	150.1681874
24	2	204.2943828
25	8	214.2453313
27	29	227.632581
27	7	218.6896234
6	5	180.3634576
20	34	160.7651607
23	3	180.5506058
24	15	243.0108966
7	27	144.5717067
8	33	221.1100496
15	16	210.0345722
28	3	241.1270515
6	13	184.2116423
25	33	221.7605715
8	22	176.9848994
23	29	243.4188612
4	6	254.8654708
11	27	251.5087749
23	34	223.2369396
15	3	259.2267256
13	23	213.9360965
26	21	282.8219254
16	17	257.4563374
22	4	238.9020178
28	11	237.331052
34	32	176.1252491
24	35	161.1722803
6	6	147.3422946
28	27	157.9276703
16	5	269.7690783
34	7	262.5657508
16	11	208.480378
35	2	251.4892307
3	27	156.2035803
7	31	218.9209789
6	28	113.4340181
16	31	219.8592832
36	19	192.6945554
3	26	98.87574435
21	6	246.2317696
25	15	212.7098404
25	20	178.9744231
37	14	211.3526161
25	3	240.2299109
31	25	165.3274565
21	36	212.7409445
14	26	227.9757029
27	22	185.4466611
8	32	156.0406958
10	22	160.9432578
2	24	261.2565265
26	29	217.9560503
30	11	141.9511834
31	21	249.088423
22	28	185.9932793
26	9	194.2805485
37	10	229.3157872
27	33	222.3053823
29	36	145.1307294
20	36	214.5253077
32	31	139.5455026
2	34	157.1942624
22	6	187.5644424
15	30	153.6368119
25	18	185.7832434
31	19	205.7662499
37	30	230.5798578
33	10	262.4505429
16	32	190.7373669
10	19	228.7418086
26	3	176.5868969
3	31	202.9505266
34	6	212.2692301
13	19	248.6191075
13	3	234.7789525
36	27	161.6140396
35	17	213.5161286
36	20	207.7292063
21	8	251.8759523
27	23	97.10627341
15	25	250.2495002
10	35	223.4620023
5	5	262.0391
24	8	296.2848888
6	16	226.0691402
36	37	160.0108041
1	11	229.7645587
33	16	116.9937108
37	15	197.3595099
6	2	166.0597184
34	3	221.1649769
11	21	188.7583105
16	36	190.5624462
27	27	185.8356142
18	32	190.2868085
3	28	166.426496
5	18	177.9169675
36	28	166.694697
19	30	237.687912
22	8	204.0485164
8	34	195.710451
15	9	185.0023727
31	14	254.6951079
33	4	246.056574
21	35	184.4401351
26	15	165.56215
33	14	185.5912492
27	8	189.5179088
25	10	193.2082224
15	29	266.6222122
36	32	182.5758021
8	25	172.1760083
9	1	162.6458747
22	13	215.2758984
33	20	192.3000813
33	29	265.3278074
20	25	283.92575
23	26	190.3286603
7	4	261.9194331
35	32	221.5098733
15	7	263.1977741
14	16	187.3000017
21	4	243.8068267
1	19	250.2003254
2	3	219.0531895
19	21	153.4468013
11	4	225.3239059
27	31	192.6862943
4	3	254.8104521
13	7	164.4261885
20	32	237.2948524
34	34	143.8408414
30	26	205.7440099
35	9	261.6640408
33	11	232.33189
35	8	188.7550207
19	34	157.9437159
8	36	208.0991727
20	22	213.8643952
28	33	181.4124955
10	27	150.6693468
8	35	229.6175684
9	12	260.7191716
12	20	220.7245323
17	26	282.4412959
13	12	239.9082934
