Global Moran's I value is: 681781.4828. It is positive, significantly at 0.01 level.
O, D, V, MoranI, p-value, pattern
18, 8, 510.9089161, 1468.8858855701885, 0.0, LL
17, 14, 496.8266057, 3185.351521876681, 0.0, LL
17, 2, 496.5575277, 1959.9371708553679, 0.0, LL
8, 17, 497.1102826, 1374.909842427833, 0.0, LL
3, 29, 489.7173312, 1712.6090894282495, 0.0, LL
10, 18, 493.951333, 3207.6331223380985, 0.0, LL
8, 37, 503.7991679, 3126.952509967681, 0.0, LL
13, 21, 507.7113494, 2200.562320030037, 0.0, LL
10, 21, 501.8529336, 2321.304844483287, 0.0, LL
18, 14, 506.9007251, 2036.7438418085137, 0.0, LL
28, 20, 493.6421904, 2032.9515317812034, 0.0, LL
17, 18, 506.7685321, 3115.8294043343117, 0.0, LL
7, 30, 505.0482497, 1677.4238173598762, 0.0, LL
8, 29, 498.5534778, 1062.7807475172083, 0.002, LL
34, 1, 504.118781, 1502.8942666255055, 0.0, LL
34, 13, 499.8224022, 944.9121232953984, 0.001, LL
3, 20, 496.7095934, 3196.875534184646, 0.0, LL
29, 24, 492.4042097, 2591.162267320894, 0.0, LL
13, 17, 495.025505, 1246.8462714892632, 0.0, LL
10, 37, 496.6721585, 3184.9740148633678, 0.0, LL
8, 8, 487.6214387, 2493.0819324108907, 0.0, LL
30, 1, 504.3947677, 3131.899168163594, 0.0, LL
29, 9, 502.9043184, 1371.4368031529411, 0.0, LL
32, 13, 496.8759097, 1304.9874093931637, 0.0, LL
34, 20, 499.5898923, 1318.5635076227836, 0.001, LL
8, 1, 498.7617128, 3169.4298899700034, 0.0, LL
14, 2, 498.330729, 1758.3760076294836, 0.0, LL
28, 24, 503.4934272, 2000.9661721939178, 0.0, LL
17, 8, 502.8125963, 2213.743110180838, 0.0, LL
3, 8, 499.2605834, 2320.182537394151, 0.0, LL
4, 18, 494.1858899, 3211.279082692056, 0.0, LL
30, 15, 506.9141469, 3109.918083263519, 0.0, LL
32, 15, 502.298308, 1925.9156549690276, 0.0, LL
4, 24, 502.4423075, 3147.1924446319726, 0.0, LL
20, 1, 502.706761, 2399.9122143752115, 0.0, LL
34, 24, 503.4623911, 1280.0245285889912, 0.0, LL
1, 15, 500.5102384, 3159.2973805971, 0.0, LL
3, 2, 492.0403689, 1892.2715859813356, 0.0, LL
29, 15, 500.2317486, 2442.995711340571, 0.0, LL
17, 9, 504.306209, 1976.8052073714232, 0.0, LL
1, 1, 504.1475456, 3130.2077563438556, 0.0, LL
34, 18, 505.4443478, 1274.0837138022873, 0.0, LL
20, 37, 500.5384099, 2440.2482166699924, 0.0, LL
18, 21, 494.2154585, 1405.811981162787, 0.0, LL
3, 13, 507.4788077, 2158.722177242061, 0.0, LL
28, 1, 509.622233, 1933.9371433016515, 0.0, LL
20, 18, 496.8343186, 2488.8254616050876, 0.0, LL
32, 2, 504.7380863, 965.2961402522914, 0.0, LL
14, 8, 490.3725328, 2533.0286154673936, 0.0, LL
4, 9, 502.1441805, 1923.6565435125833, 0.0, LL
14, 9, 495.3301652, 2119.8592873599487, 0.0, LL
18, 2, 500.3402847, 1229.9350722781378, 0.0, LL
8, 30, 502.2907679, 3147.0825452333875, 0.0, LL
3, 21, 493.7909246, 2216.3240260641405, 0.0, LL
28, 14, 500.7732506, 1941.3968996154329, 0.0, LL
34, 21, 511.7099902, 763.7156150547012, 0.008, LL
32, 17, 499.339625, 578.1412275224765, 0.013, LL
4, 30, 497.1817362, 3177.0099469209404, 0.0, LL
18, 24, 500.5272598, 1938.1953501581038, 0.0, LL
32, 8, 506.5768103, 1304.5321611255392, 0.001, LL
4, 13, 499.6950396, 2209.495149386277, 0.0, LL
1, 20, 491.6893274, 3235.6730730996173, 0.0, LL
10, 29, 503.6369313, 1384.1031415526425, 0.0, LL
14, 30, 495.5412767, 3176.8124226210593, 0.0, LL
20, 8, 507.4745973, 1724.146307641545, 0.0, LL
4, 29, 491.5256788, 1682.5624163849404, 0.0, LL
10, 2, 495.9437496, 1974.3658322242275, 0.0, LL
34, 30, 509.7865642, 1507.7765374981132, 0.0, LL
4, 21, 501.1355956, 2421.139880853387, 0.0, LL
32, 14, 496.9342449, 2050.5574407124027, 0.0, LL
30, 21, 495.6533941, 2325.5009176681115, 0.0, LL
18, 30, 504.6888585, 2396.1927453748617, 0.0, LL
1, 21, 500.4492139, 2161.2602242125377, 0.0, LL
3, 17, 508.3830153, 1271.2317732155682, 0.0, LL
34, 9, 502.1871909, 738.0570995414739, 0.007, LL
34, 15, 500.0769136, 1303.4175637866995, 0.0, LL
29, 13, 506.6050044, 1240.8919557147499, 0.0, LL
7, 14, 498.6535288, 1500.022804370899, 0.0, LL
30, 2, 497.2990134, 1970.1969162905436, 0.0, LL
10, 15, 496.0454152, 3186.576239335702, 0.0, LL
20, 30, 486.6404924, 2755.26267241203, 0.0, LL
8, 14, 490.8562523, 3230.7428219148505, 0.0, LL
3, 37, 517.2709242, 3033.5979767065674, 0.0, LL
17, 29, 491.3073555, 1655.6410809116019, 0.0, LL
34, 8, 504.7887512, 935.81930635205, 0.006, LL
14, 13, 496.1991287, 2042.2091876631112, 0.0, LL
18, 15, 501.0165807, 2228.9071355322553, 0.0, LL
20, 10, 500.9962697, 2529.7339352218596, 0.0, LL
14, 29, 496.6776632, 1372.7695168597763, 0.0, LL
29, 21, 491.5453445, 1954.9988177862153, 0.0, LL
18, 18, 504.0175409, 2044.3065004610642, 0.0, LL
14, 24, 493.9669387, 3206.6304013322597, 0.0, LL
7, 37, 506.6833538, 1552.4079301712954, 0.0, LL
13, 8, 509.9404403, 2372.50212953915, 0.0, LL
34, 37, 506.7201657, 1348.120582231995, 0.0, LL
30, 17, 493.866123, 1491.0159442149097, 0.0, LL
3, 14, 503.7830118, 3138.2328385583155, 0.0, LL
20, 17, 494.5974208, 1226.3430855415681, 0.0, LL
29, 20, 498.3163484, 2591.085814699872, 0.0, LL
28, 2, 494.2398608, 1168.0739698160064, 0.0, LL
18, 1, 494.7058948, 2124.740900755865, 0.0, LL
14, 21, 499.2171387, 2196.60565913169, 0.0, LL
28, 8, 502.8304272, 1647.8488291589754, 0.0, LL
8, 13, 499.2848907, 1997.6900809448548, 0.0, LL
10, 30, 500.2356392, 3147.982197398005, 0.0, LL
30, 8, 497.4096151, 2481.1229674885894, 0.0, LL
13, 30, 502.7177385, 3132.9172658691105, 0.0, LL
30, 9, 502.6271817, 2039.2306902981957, 0.0, LL
34, 2, 504.1738739, 658.0908250349487, 0.009, LL
28, 9, 494.8406737, 1336.6532225569647, 0.0, LL
3, 10, 509.9599975, 3080.385443670503, 0.0, LL
7, 8, 499.8906585, 1321.523838425983, 0.0, LL
30, 37, 494.5336682, 3201.757372041893, 0.0, LL
30, 18, 496.7614518, 3192.8592584750577, 0.0, LL
29, 29, 500.0615471, 765.6617359394736, 0.011, LL
34, 10, 499.9030271, 1627.7188409147939, 0.0, LL
13, 10, 493.0906869, 3205.7031590400857, 0.0, LL
7, 1, 504.1717093, 1413.8016457368003, 0.0, LL
8, 10, 495.6800137, 3192.871138513226, 0.0, LL
1, 29, 506.8429684, 1274.7524508001468, 0.001, LL
4, 20, 501.3635532, 3158.584793071901, 0.0, LL
7, 24, 502.0931619, 1306.3050343529053, 0.0, LL
20, 2, 499.1232532, 1654.661854619383, 0.0, LL
4, 15, 502.3733742, 3153.4451925499166, 0.0, LL
32, 29, 498.1004241, 793.0866088887581, 0.001, LL
3, 24, 501.1403465, 3163.806036646222, 0.0, LL
1, 14, 501.5182548, 3152.824416138521, 0.0, LL
8, 2, 505.2550071, 1897.7205768729702, 0.0, LL
32, 20, 496.121361, 2078.27420515693, 0.0, LL
1, 17, 499.8659633, 1284.3303518657287, 0.0, LL
30, 14, 500.2648766, 3161.957753158, 0.0, LL
28, 37, 496.3693771, 2108.118147831284, 0.0, LL
20, 9, 498.1734489, 1391.7511975625184, 0.0, LL
7, 18, 499.5848303, 1392.4037733469595, 0.0, LL
30, 10, 496.101454, 3187.896964721269, 0.0, LL
13, 9, 495.14047, 2101.8718623250247, 0.0, LL
20, 24, 505.4864105, 2291.181235154539, 0.0, LL
18, 10, 504.6714646, 2276.930287868507, 0.0, LL
4, 8, 496.4520072, 2237.810585737061, 0.0, LL
4, 1, 495.8182441, 3186.439870587589, 0.0, LL
17, 17, 499.6538976, 1302.8425568536602, 0.0, LL
1, 13, 500.4768851, 2018.706427545544, 0.0, LL
1, 2, 499.6066358, 1796.935678523416, 0.0, LL
13, 2, 498.2459314, 1828.1221086357557, 0.0, LL
13, 18, 496.1502091, 3197.1943588235686, 0.0, LL
13, 37, 494.6069268, 3198.073280330673, 0.0, LL
10, 13, 496.0442723, 1995.9399075040278, 0.0, LL
29, 2, 494.0285693, 1549.8440980261846, 0.0, LL
10, 24, 498.1610462, 3184.346253860957, 0.0, LL
29, 17, 500.9087444, 862.5120946260495, 0.006, LL
29, 30, 501.8768491, 2345.4137738846716, 0.0, LL
3, 1, 495.4525457, 3194.262475806873, 0.0, LL
17, 30, 501.367814, 3142.2500092102923, 0.0, LL
17, 20, 487.1914431, 3262.4366934459276, 0.0, LL
10, 8, 503.9201727, 2362.8573825223975, 0.0, LL
18, 37, 506.6551745, 2022.0752293626983, 0.0, LL
10, 1, 513.0866272, 3062.5831380196796, 0.0, LL
28, 30, 507.6472, 2029.9116836716382, 0.0, LL
30, 13, 501.3224167, 1959.9830406116837, 0.0, LL
29, 10, 505.6343187, 2325.3079816908667, 0.0, LL
18, 13, 500.8569909, 1337.676418013645, 0.0, LL
14, 17, 501.2988941, 1333.4296577593707, 0.0, LL
1, 24, 494.1248724, 3221.531314062437, 0.0, LL
8, 15, 496.638484, 3187.6672760236643, 0.0, LL
14, 1, 497.2077898, 3177.669357879314, 0.0, LL
34, 17, 495.9817757, 593.698641180616, 0.01, LL
4, 14, 492.6902274, 3215.6864058210726, 0.0, LL
18, 17, 499.7509256, 1001.8294860157612, 0.0, LL
14, 15, 497.7429344, 3175.9948942576743, 0.0, LL
28, 18, 499.1117125, 2114.1116051880167, 0.0, LL
1, 30, 494.9390404, 3193.367796464726, 0.0, LL
30, 24, 492.366455, 3235.610562884321, 0.0, LL
30, 30, 504.4995663, 3121.576477839876, 0.0, LL
17, 21, 506.1223702, 2231.8742670232195, 0.0, LL
13, 1, 493.2936669, 3209.6495031941217, 0.0, LL
1, 10, 497.4561568, 3176.571945770531, 0.0, LL
7, 15, 499.168716, 1576.1675218707503, 0.0, LL
17, 10, 499.665335, 3155.3883024100073, 0.0, LL
7, 13, 500.1311622, 952.0483282782744, 0.002, LL
17, 15, 502.1869488, 3148.037476101342, 0.0, LL
20, 13, 500.8953649, 1636.6975267983994, 0.0, LL
14, 20, 502.2665813, 3147.5411291805804, 0.0, LL
34, 26, 1076.605089, 387.1127097412368, 0.105, NS
30, 33, 1171.023452, 320.8528954314006, 0.133, NS
30, 34, 1163.190491, 574.101396441907, 0.036, HH
25, 14, 1234.94506, 1004.9920049166781, 0.0, HH
1, 25, 1146.087541, 472.1383799599126, 0.138, NS
2, 4, 797.9665666, -192.3851976419527, 0.381, NS
22, 35, 876.0076479, -62.297662539535025, 0.667, NS
12, 29, 1078.112573, 385.4355088937622, 0.063, NS
30, 5, 887.1731505, -29.95660135022291, 0.755, NS
25, 9, 774.1235597, -261.4378279080396, 0.182, NS
30, 22, 1126.077523, -159.66576630929347, 0.267, NS
29, 33, 1359.041133, 965.5484637877416, 0.008, HH
3, 33, 925.5576207, 43.4359431704013, 0.715, NS
4, 33, 1049.278831, 359.1711774855422, 0.195, NS
32, 6, 767.0553331, 156.30009751868897, 0.355, NS
36, 8, 934.2228389, -23.412104019340973, 0.791, NS
14, 6, 1165.17425, -824.3201261994088, 0.006, HH
37, 25, 1199.015973, 798.0799906734716, 0.045, HH
4, 32, 1157.702772, 622.4733367833716, 0.035, HH
35, 30, 1077.147147, 384.7764305430492, 0.201, NS
11, 18, 794.2234918, 42.687540347849584, 0.667, NS
18, 12, 1285.733786, -82.82486268407938, 0.479, NS
17, 32, 1071.499816, 315.6295108814841, 0.109, NS
5, 20, 1013.592702, 345.34777731701877, 0.213, NS
16, 9, 1172.683425, 358.0257576634485, 0.105, NS
22, 36, 1176.248076, 503.47886993686785, 0.113, NS
16, 12, 1149.764755, 435.991012466838, 0.083, NS
9, 33, 822.3561855, -173.16065530939403, 0.338, NS
23, 20, 1102.906806, 386.40339392217055, 0.145, NS
28, 4, 1076.685933, 367.82452347359964, 0.117, NS
22, 7, 1124.624668, 165.5113778702018, 0.323, NS
16, 2, 1182.501069, 208.3242132551473, 0.24, NS
2, 33, 1156.285638, 469.6502522370964, 0.139, NS
12, 8, 986.3183258, 248.24943099264235, 0.215, NS
23, 31, 996.0934382, 106.85769224407406, 0.42, NS
27, 17, 932.024201, 28.895866977165603, 0.732, NS
15, 35, 1086.465317, 407.20071580757775, 0.104, NS
35, 22, 1080.169936, 156.5541617661072, 0.38, NS
3, 32, 1104.553884, 522.9315570863408, 0.051, NS
27, 35, 1164.383181, 427.31263004090056, 0.08, NS
9, 17, 859.6591264, -120.64170328024149, 0.359, NS
26, 4, 1100.501257, 281.2367090438607, 0.223, NS
17, 27, 1082.974361, -283.16962198902513, 0.15, NS
4, 28, 584.4212667, -143.62312591173188, 0.369, NS
8, 26, 937.0536969, 59.4247002436194, 0.673, NS
19, 20, 1259.939835, 72.35179108746041, 0.546, NS
2, 2, 725.762395, -354.90896393934923, 0.161, NS
19, 32, 1405.248814, 1014.5164281360186, 0.0, HH
16, 8, 1069.052001, 283.91745543876783, 0.233, NS
19, 8, 1002.530685, 65.41847609304982, 0.585, NS
27, 30, 1064.760401, 9.322705864523018, 0.902, NS
23, 18, 1237.49804, 464.1142841229499, 0.064, NS
34, 28, 1207.057143, 363.8182087652452, 0.095, NS
27, 10, 481.6758641, -22.02487365378115, 0.78, NS
26, 11, 903.3232965, -1.4905554341680247, 0.97, NS
11, 5, 1011.817327, 230.63608456743202, 0.268, NS
13, 35, 1378.860296, 1304.4282409749383, 0.0, HH
9, 21, 1122.824408, 295.07929465080355, 0.175, NS
23, 25, 774.7339878, -116.64320752263531, 0.542, NS
32, 36, 1056.451, 275.5939388170252, 0.193, NS
14, 4, 948.0707723, 83.959391064118, 0.545, NS
9, 10, 944.6584668, 59.8233279719872, 0.573, NS
28, 26, 781.6817579, -192.7096888210493, 0.277, NS
10, 36, 937.4327343, 53.82901411317378, 0.673, NS
34, 4, 1319.96866, 702.1378138616792, 0.021, HH
14, 25, 804.9945072, -67.88921829652156, 0.606, NS
15, 24, 1250.188262, -402.2700985017507, 0.123, NS
37, 31, 968.9715507, 61.78377407284138, 0.658, NS
23, 14, 882.3077828, -57.734257095936975, 0.619, NS
26, 16, 1511.495654, 1079.0236769584576, 0.003, HH
21, 22, 1106.779885, 28.501239925425008, 0.755, NS
9, 7, 1242.84611, 544.3508322181166, 0.025, HH
23, 35, 1094.683449, 91.2153870631823, 0.544, NS
8, 16, 821.6994351, -85.89913375462874, 0.54, NS
1, 34, 1203.995444, 380.17033184144043, 0.161, NS
17, 3, 1106.865985, -390.2840801714413, 0.096, NS
6, 21, 809.7034406, 17.502812567996887, 0.842, NS
19, 4, 1021.039011, 213.4854776549605, 0.251, NS
9, 15, 852.9256148, -117.733275440386, 0.439, NS
12, 36, 1297.784958, 739.3521063816655, 0.014, HH
19, 11, 955.1516429, 53.13469071424079, 0.614, NS
29, 35, 1131.957011, 662.4120922162598, 0.04, HH
21, 1, 840.6672835, 149.40089354556227, 0.355, NS
32, 19, 1051.140303, 288.75462839018115, 0.174, NS
35, 35, 952.9103368, 144.0983934157345, 0.441, NS
23, 8, 1056.421092, 239.26693795196653, 0.282, NS
20, 11, 1214.280689, -236.25284737129803, 0.228, NS
12, 22, 1020.055444, 95.15823601646282, 0.445, NS
9, 22, 906.8931224, -0.8064887055968436, 0.979, NS
15, 19, 1085.108398, 115.48054337774747, 0.442, NS
11, 14, 847.9829771, 72.87571101513352, 0.514, NS
26, 17, 1242.549797, -149.7729992600333, 0.35, NS
20, 35, 976.6659522, 132.61715759326626, 0.445, NS
29, 19, 948.9864335, 103.33200655299109, 0.499, NS
12, 11, 933.8535432, 46.46622030210651, 0.625, NS
15, 31, 1029.564553, 270.0167218503948, 0.144, NS
5, 36, 822.5908708, -110.64963818263791, 0.572, NS
35, 29, 1106.497813, 460.0015615366426, 0.084, NS
4, 22, 865.6555879, 33.185186754044324, 0.775, NS
21, 29, 1075.125273, -49.111290719029164, 0.646, NS
5, 31, 603.0576946, -630.4969467982991, 0.038, LH
32, 34, 1243.11971, 1089.512624003369, 0.001, HH
30, 4, 960.9093225, 69.03200630057906, 0.567, NS
35, 24, 925.0362489, 16.778848799936974, 0.888, NS
34, 16, 696.6500747, -138.59704749011087, 0.317, NS
15, 6, 1139.452617, 220.188049286119, 0.224, NS
35, 15, 851.6513388, -184.29397668228412, 0.396, NS
12, 27, 1064.465439, 401.57392727508744, 0.051, NS
28, 23, 1062.277975, 372.18329332530084, 0.133, NS
6, 37, 904.7510398, 3.3189859234858887, 0.951, NS
30, 28, 845.0672828, -43.101014366305144, 0.66, NS
12, 19, 894.2677293, -11.497395835492597, 0.886, NS
14, 33, 447.3292476, -515.3594883849729, 0.045, LH
31, 8, 802.5048604, -236.30482967104425, 0.275, NS
37, 17, 1035.30397, 123.67518195218227, 0.46, NS
23, 7, 1165.843355, 135.0225044782579, 0.375, NS
34, 22, 1444.066894, -112.03661790265738, 0.361, NS
13, 4, 1001.124587, 170.3201373421848, 0.339, NS
10, 4, 997.68142, 173.3592522734277, 0.317, NS
37, 22, 1007.494471, 140.09561631732413, 0.386, NS
12, 9, 1300.135709, 918.4929780520675, 0.0, HH
25, 26, 980.3618232, 81.20533263805117, 0.598, NS
33, 25, 1150.247482, 547.735236940107, 0.092, NS
31, 5, 1150.709524, 630.3377973411866, 0.061, NS
34, 27, 1298.973862, 210.40148836680723, 0.213, NS
1, 12, 608.8993937, 41.3104371721017, 0.711, NS
3, 7, 1067.988302, 261.8532248880986, 0.215, NS
7, 16, 1288.473102, 354.0329167407126, 0.098, NS
19, 17, 894.8446313, -10.408379606541086, 0.886, NS
13, 36, 1127.220453, 417.871335693171, 0.113, NS
36, 15, 607.0596702, 485.34627329715477, 0.047, LL
2, 36, 778.4137274, -263.0919804446268, 0.295, NS
5, 11, 1260.793951, 116.07933114573517, 0.443, NS
5, 26, 1022.958387, 172.88935777883012, 0.37, NS
4, 26, 766.5735146, -169.54009485195482, 0.415, NS
1, 6, 930.2858858, -37.417499307850036, 0.756, NS
22, 9, 800.0478334, -212.17676114629967, 0.247, NS
8, 3, 987.7484923, -110.02736529640552, 0.532, NS
28, 32, 826.6948413, -221.12857709672735, 0.203, NS
11, 24, 829.292674, -6.814773370572973, 0.924, NS
36, 17, 718.7864001, 79.82238266154678, 0.458, NS
21, 12, 735.8023907, -94.67111330957471, 0.479, NS
33, 37, 953.9456308, 180.14986568775416, 0.324, NS
32, 22, 932.8545814, 5.466655587706083, 0.928, NS
5, 14, 1261.495109, 928.4987403894656, 0.009, HH
21, 25, 1040.665952, 326.7547834295393, 0.205, NS
12, 21, 1153.511126, 319.85743240319084, 0.138, NS
37, 27, 1152.185937, 571.3102261951826, 0.057, NS
8, 4, 796.0553281, -181.23002188860033, 0.394, NS
33, 17, 992.4051319, 215.21631976614404, 0.262, NS
29, 25, 749.6140073, -139.87423891377833, 0.461, NS
26, 33, 792.5458215, -358.4819039096439, 0.175, NS
16, 16, 1004.933735, 147.00388165889126, 0.349, NS
31, 34, 1159.101988, 281.2333644791274, 0.2, NS
30, 19, 825.4739723, -148.35679477951763, 0.343, NS
9, 19, 972.5387347, 62.77499115973306, 0.61, NS
5, 25, 1133.356619, 541.4201497943155, 0.103, NS
26, 5, 1128.246533, 375.9695686346033, 0.194, NS
17, 7, 1060.250842, 216.98752501089083, 0.191, NS
9, 26, 936.0004269, 53.514921944834406, 0.605, NS
31, 33, 1195.368113, 564.1269594788664, 0.064, NS
10, 31, 1024.286403, 316.6678254850863, 0.117, NS
36, 18, 1305.479931, -578.3457911693886, 0.017, HH
8, 5, 960.9368103, 86.4405620106393, 0.64, NS
24, 5, 755.7016729, -312.02124653577886, 0.186, NS
34, 35, 1085.459377, 436.44416403623325, 0.064, NS
25, 31, 825.0555747, -89.63956692741765, 0.512, NS
31, 10, 876.2311175, -60.94380372617795, 0.593, NS
5, 22, 1003.01531, 267.44914223736384, 0.221, NS
23, 23, 845.1598566, -115.75150251134313, 0.524, NS
12, 10, 870.1620213, -95.71843593551837, 0.451, NS
33, 1, 1011.748351, 235.87208295194176, 0.211, NS
20, 3, 983.8466531, -188.055917354257, 0.329, NS
2, 23, 1250.40571, 241.55870800276114, 0.31, NS
9, 34, 732.0771565, -348.32651644778355, 0.118, NS
25, 28, 765.941417, -192.82109009603343, 0.263, NS
25, 17, 1147.234649, 403.184246928224, 0.125, NS
21, 5, 1297.702802, 430.8882557675045, 0.139, NS
15, 13, 979.4889908, -25.32325680408155, 0.766, NS
31, 17, 964.5276955, 112.7491638598738, 0.431, NS
21, 18, 1422.061465, -1408.4359475124052, 0.0, HH
33, 8, 860.1308593, -125.78554727946073, 0.469, NS
3, 6, 1179.878649, -686.3258986772813, 0.031, HH
25, 19, 811.1030303, -263.9360559928804, 0.251, NS
32, 5, 840.6053529, -250.70089786616413, 0.238, NS
27, 13, 1120.477222, 139.035356104981, 0.325, NS
35, 10, 1296.093818, 947.4982618547706, 0.004, HH
35, 16, 1256.216556, 618.2044764644119, 0.034, HH
2, 27, 956.2329269, 17.285604616950575, 0.852, NS
27, 4, 592.460227, -381.7844164758709, 0.11, NS
12, 25, 1086.92166, 492.7984384005023, 0.097, NS
32, 32, 1037.307773, 244.34422368661438, 0.168, NS
35, 5, 1365.921756, 1180.6290938261398, 0.011, HH
2, 16, 1316.026406, 590.5237579010645, 0.047, HH
29, 27, 861.8442603, 52.37597416415701, 0.618, NS
7, 22, 1066.577683, 103.36758215649529, 0.435, NS
4, 12, 1007.853021, -35.3241196276455, 0.735, NS
26, 10, 1183.698603, -536.0006332833921, 0.037, HH
22, 10, 308.0151238, -521.7126411514129, 0.043, LH
18, 23, 1043.609912, 266.6764592746194, 0.195, NS
2, 26, 850.7825993, -48.49724655981374, 0.732, NS
26, 18, 950.424581, -79.49298975802184, 0.548, NS
14, 32, 1053.234641, 266.4839510958246, 0.12, NS
20, 28, 817.0812624, -75.20493921521191, 0.555, NS
26, 26, 987.0768045, 66.92820765741125, 0.6, NS
16, 4, 1172.715324, 190.58609596340986, 0.318, NS
27, 2, 1406.401825, 515.1705478111578, 0.026, HH
37, 8, 882.7699092, -34.38858488320982, 0.769, NS
22, 11, 745.6842997, -166.3982334732425, 0.315, NS
37, 32, 915.6210051, 8.899766655980319, 0.928, NS
24, 7, 1276.039536, 408.99465496814116, 0.066, NS
36, 12, 1090.920705, 66.26533472890843, 0.533, NS
26, 34, 1080.623513, 424.9265279732526, 0.132, NS
15, 23, 1057.27013, 183.5675396964916, 0.352, NS
9, 4, 838.8662134, -134.25356170345842, 0.362, NS
23, 28, 1022.899351, 99.32734500736116, 0.488, NS
15, 21, 982.4867162, -43.422405766859484, 0.685, NS
9, 36, 732.1972054, -439.269054378655, 0.1, NS
36, 3, 1421.169808, 18.35714613919236, 0.813, NS
